"RecordID","WatershedID","City","State","Location","Date","Watershed.Years","ShortLU","LandUse","Tillage","CP1","CP2","CP3","DST","ShortST","D.SoilType","H.SoilGroup","MinSoilP","MaxSoilP","SoilP.Extractant","MinSlope","MaxSlope","MinSize","MaxSize","FertilizerForm1","F.AppMethod1","FertilizerForm2","F.AppMethod2","Max.N.Applied","Min.N.Applied","Avg.N.Applied","Max.P.Applied","Min.P.Applied","Avg.P.Applied","Max.rain","Min.rain","Avg.rain","Max.Runoff","Min.Runoff","Avg.Runoff","Max.SoilL","Min.SoilL","Avg.SoilL","MaxDN","MinDN","AvgDN","DN.Form","MaxPN","MinPN","AvgPN","PN.Form","MaxTNLoad","MinTNLoad","AvgTNLoad","TN.Form","MaxDP","MinDP","AvgDP","DP.Form","MaxPP","MinPP","AvgPP","PP.Form","MaxTPLoad","MinTPLoad","AvgTPLoad","FormTP","FlowIndicator","Comments","Reference","Ref","CPs"
249,"104","Coshocton, OH","OH",NA,"May 1974 - April 1988",14,"Pasture","Kentucky Bluegrass, Orchardgrass (Summer Grazing)","Pasture",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Berks, Dekalb, Rayne","B",10,55,"modified Bray, Kurtz P-1",12,25,0.5,0.5,NA,"Other2",NA,NA,NA,NA,NA,134,0,15,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,"Total Dissolved Reactive P",NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff & Subsurface Flow","Subsurface flow contributed an additional average annual subsurface total dissolved reactive P load of 0.077 kg/ha from 1978-1988. Soil test P was estimated from figures.","Owens, L.B., and M.J. Shipitalo. 2006. Surface and Subsurface Phosphorus Losses From Fertilized Pasture Systems in Ohio. J. Environ. Qual. 35:1101-1109.",30,0
248,"102","Coshocton, OH","OH",NA,"May 1974 - April 1988",14,"Pasture","Kentucky Bluegrass, Orchardgrass (Summer Grazing)","Pasture",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Berks, Dekalb, Rayne","B",15,55,"modified Bray, Kurtz P-1",12,25,0.5,0.5,NA,"Other2",NA,NA,NA,NA,NA,40,0,6,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,"Total Dissolved Reactive P",NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff & Subsurface Flow","Subsurface flow contributed an additional average annual subsurface total dissolved reactive P load of 0.061 kg/ha from 1978-1988. Soil test P was estimated from figures.","Owens, L.B., and M.J. Shipitalo. 2006. Surface and Subsurface Phosphorus Losses From Fertilized Pasture Systems in Ohio. J. Environ. Qual. 35:1101-1109.",30,0
251,"129","Coshocton, OH","OH",NA,"May 1974 - April 1988",14,"Pasture","Kentucky Bluegrass, Orchardgrass (Winter Feeding-Summer Grazing)","Pasture",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Berks, Dekalb, Rayne","B",45,160,"modified Bray, Kurtz P-1",12,25,1.1,1.1,NA,"Other2",NA,NA,NA,NA,NA,57,0,4,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,"Total Dissolved Reactive P",NA,NA,NA,NA,NA,NA,NA,NA,"Surface Runoff & Subsurface Flow","Subsurface flow contributed an additional average annual subsurface total dissolved reactive P load of 0.134 kg/ha from 1978-1988. Soil test P was estimated from figures.","Owens, L.B., and M.J. Shipitalo. 2006. Surface and Subsurface Phosphorus Losses From Fertilized Pasture Systems in Ohio. J. Environ. Qual. 35:1101-1109.",30,0
126,"WF/SG (WS 129)","Coshocton, OH","OH",NA,"1974 - 1979 (5 yrs.)",5,"Pasture","Kentucky Bluegrass, Orchardgrass (Winter Feeding-Summer Grazing)","Pasture",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Berks, Dekalb, Rayne","B",12.5,12.5,"Bray & Kurtz P-1",12,25,NA,NA,"NH4NO3","Surface Applied","P",NA,NA,NA,56,NA,NA,NA,NA,NA,1121,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,NA,"Surface Runoff & Subsurface Flow",NA,"Owens, L.B., R.W. Van Keuren, and W.M. Edwards. 2003. Non-Nitrogen Nutrient Inputs and Outputs for Fertilized Pastures in Silt Loam Soils in Four Small Ohio Watersheds. Agriculture, Ecosystems and Environ. 97: 117-130.",31,0
128,"WF/SG (WS 129)","Coshocton, OH","OH",NA,"1979 - 1989 (10 yrs.)",10,"Pasture","Kentucky Bluegrass, Orchardgrass (Winter Feeding-Summer Grazing)","Pasture",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Berks, Dekalb, Rayne","B",NA,NA,NA,12,25,NA,NA,NA,"Other2",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1065,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Surface Runoff & Subsurface Flow",NA,"Owens, L.B., R.W. Van Keuren, and W.M. Edwards. 2003. Non-Nitrogen Nutrient Inputs and Outputs for Fertilized Pastures in Silt Loam Soils in Four Small Ohio Watersheds. Agriculture, Ecosystems and Environ. 97: 117-130.",31,0
37,"Y14","Riesel, TX","TX",NA,"August 2001 - July 2003",2,"Pasture","Klein Grass","Pasture",NA,NA,NA,"Clayey","Clay","Clay- Houston Black","B",66.5,71.7,"Mehlich 3",3.7,3.7,2.3,2.3,"Poultry Litter","Surface Applied",NA,NA,NA,NA,328,NA,NA,339,1046,997,1022,65,65,65,50,5,28,NA,NA,0.05,"NO3+NO2+NH4-N",NA,NA,0.05,"TKN",NA,NA,0.1,NA,0.6,0.4,0.5,"PO4-P",0,0,0,"TKP",0.6,0.4,0.5,NA,"Surface Runoff",NA,"Harmel, R.D., H.A. Torbert, B.E. Haggard, R. Haney, and M. Dozier. 2004. Water Quality Impacts of Converting to a Poultry Litter Fertilization Strategy. J. Environ. Qual. 33:2229-2242.",14,0
9,"Y14","Riesel, TX","TX",NA,"1976 - 1982",7,"Pasture","Klein Grass","Pasture",NA,NA,NA,"Clayey","Clay","Clay- Houston Black","B",8,8,"Mehlich 3",1,1,2.2,2.2,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,152,NA,NA,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.03,0.35,NA,"Surface Runoff",NA,"Sharpley, A. 1995. Identifying Sites Vulnerable to Phosphorus Loss in Agricultural Runoff. J. Environ. Qual. 24: 947-951.",34,0
172,"Y14","Riesel, TX","TX",NA,"1976 - 1982",7,"Pasture","Kleingrass","Pasture",NA,NA,NA,"Clayey","Clay","Clay- Houston Black","B",NA,NA,NA,1,1,1.08,1.08,NA,"Surface Applied",NA,NA,NA,NA,42,0,0,0,NA,NA,NA,NA,NA,151.7,NA,NA,600,NA,NA,3.65,"NO3+NH4-N",NA,NA,2.99,"TKN minus NH4-N",NA,NA,6.64,"TKN plus NO3-N",NA,NA,0.19,"Soluble P (colorimetric)",NA,NA,0.29,"Total P minus PO4-P",NA,NA,0.48,"Percholoric Acid digestion","Surface Runoff","Sorghum year information repeated for the overall rotation in concurrent studies at Riesel","Sharpley, A.N., S.J. Smith, J.R. Williams, O.R. Jones, and G.A. Coleman. 1991. Water Quality Impacts Assocated with Sorghum Culture in the Southern Plains. J. Environ. Qual. 20:239-244.",35,0
218,"Y14","Riesel, TX","TX",NA,"1976 - 1980",5,"Pasture","Kleingrass (Moderate Grazing)","Pasture",NA,NA,NA,"Clayey","Clay","Clay- Houston Black","B",NA,NA,NA,2,2,2.2,2.2,NA,"Other2",NA,NA,NA,NA,0,0,0,0,NA,NA,950,NA,NA,140,NA,NA,686,NA,NA,3.7,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,4.3,"TKN",NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,0.6,NA,"Surface Runoff","Information repeated in concurrent studies at Riesel, results presented for LRA not watershed","Smith, S.J., R.G. Menzel, E.D. Rhoades, J.R. Williams, and H.V. Eck. 1983. Nutrient and Sediment Discharge from Southern Plains Grasslands. J. Range Mgmt. 36(4):435-439.",39,0
223,"FR1","El Reno, OK","OK",NA,"1977 - 1980",4,"Pasture","Little Bluestem, Big Bluestem, Sideoats Grama (Heavy Grazing, Double Stocked)","Pasture",NA,NA,NA,"Loamy","Silt Loam","Silt Loam- Bethany, Kirkland","C/D",NA,NA,NA,3,3,1.6,1.6,NA,"Other2",NA,NA,NA,NA,0,0,0,0,NA,NA,740,NA,NA,36,NA,NA,46,NA,NA,0.6,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,0.8,"TKN",NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,0.1,NA,"Surface Runoff","Information repeated in concurrent studies at El Reno, results presented for LRA not watershed","Smith, S.J., R.G. Menzel, E.D. Rhoades, J.R. Williams, and H.V. Eck. 1983. Nutrient and Sediment Discharge from Southern Plains Grasslands. J. Range Mgmt. 36(4):435-439.",39,0
228,"FR6","El Reno, OK","OK",NA,"1977 - 1978",2,"Pasture","Little Bluestem, Big Bluestem, Sideoats Grama (Moderate Grazing)","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Bethany, Kirkland","C/D",NA,NA,NA,3,3,1.6,1.6,NA,"Other2",NA,NA,NA,NA,0,0,0,0,NA,NA,740,NA,NA,36,NA,NA,46,NA,NA,0.6,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,0.8,"TKN",NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,0.1,NA,"Surface Runoff","Information repeated in concurrent studies at El Reno, results presented for LRA not watershed","Smith, S.J., R.G. Menzel, E.D. Rhoades, J.R. Williams, and H.V. Eck. 1983. Nutrient and Sediment Discharge from Southern Plains Grasslands. J. Range Mgmt. 36(4):435-439.",39,0
230,"FR8","El Reno, OK","OK",NA,"1977 - 1978",2,"Pasture","Little Bluestem, Big Bluestem, Sideoats Grama (Moderate Grazing)","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Bethany, Kirkland","C/D",NA,NA,NA,3,3,1.6,1.6,NA,"Other2",NA,NA,NA,NA,0,0,0,0,NA,NA,740,NA,NA,36,NA,NA,46,NA,NA,0.6,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,0.8,"TKN",NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,0.1,NA,"Surface Runoff","Information repeated in concurrent studies at El Reno, results presented for LRA not watershed","Smith, S.J., R.G. Menzel, E.D. Rhoades, J.R. Williams, and H.V. Eck. 1983. Nutrient and Sediment Discharge from Southern Plains Grasslands. J. Range Mgmt. 36(4):435-439.",39,0
229,"FR7","El Reno, OK","OK",NA,"1977 - 1978",2,"Pasture","Little Bluestem, Big Bluestem, Sideoats Grama (Moderate Grazing)","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Bethany, Kirkland","C/D",NA,NA,NA,3,3,1.6,1.6,NA,"Other2",NA,NA,NA,NA,0,0,0,0,NA,NA,740,NA,NA,36,NA,NA,46,NA,NA,0.6,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,0.8,"TKN",NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,0.1,NA,"Surface Runoff","Information repeated in concurrent studies at El Reno, results presented for LRA not watershed","Smith, S.J., R.G. Menzel, E.D. Rhoades, J.R. Williams, and H.V. Eck. 1983. Nutrient and Sediment Discharge from Southern Plains Grasslands. J. Range Mgmt. 36(4):435-439.",39,0
227,"FR5","El Reno, OK","OK",NA,"1977 - 1978",2,"Pasture","Little Bluestem, Big Bluestem, Sideoats Grama (Moderate Grazing)","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Bethany, Kirkland","C/D",NA,NA,NA,4,4,1.6,1.6,NA,"Other2",NA,NA,NA,NA,0,0,0,0,NA,NA,740,NA,NA,36,NA,NA,46,NA,NA,0.6,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,0.8,"TKN",NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,0.1,NA,"Surface Runoff","Information repeated in concurrent studies at El Reno, results presented for LRA not watershed","Smith, S.J., R.G. Menzel, E.D. Rhoades, J.R. Williams, and H.V. Eck. 1983. Nutrient and Sediment Discharge from Southern Plains Grasslands. J. Range Mgmt. 36(4):435-439.",39,0
226,"FR4","El Reno, OK","OK",NA,"1977 - 1980",4,"Pasture","Little Bluestem, Big Bluestem, Sideoats Grama (Moderate Grazing)","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Bethany, Kirkland","C/D",NA,NA,NA,4,4,1.6,1.6,NA,"Surface Applied",NA,NA,NA,NA,28,10,0,2,NA,NA,740,NA,NA,36,NA,NA,46,NA,NA,0.6,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,0.8,"TKN",NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,0.1,NA,"Surface Runoff","Information repeated in concurrent studies at El Reno, results presented for LRA not watershed","Smith, S.J., R.G. Menzel, E.D. Rhoades, J.R. Williams, and H.V. Eck. 1983. Nutrient and Sediment Discharge from Southern Plains Grasslands. J. Range Mgmt. 36(4):435-439.",39,0
224,"FR2","El Reno, OK","OK",NA,"1977 - 1980",4,"Pasture","Little Bluestem, Big Bluestem, Sideoats Grama (Moderate Grazing)","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Bethany, Kirkland","C/D",NA,NA,NA,3,3,1.6,1.6,NA,"Surface Applied",NA,NA,NA,NA,28,10,0,2,NA,NA,740,NA,NA,36,NA,NA,46,NA,NA,0.6,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,0.8,"TKN",NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,0.1,NA,"Surface Runoff","Information repeated in concurrent studies at El Reno, results presented for LRA not watershed","Smith, S.J., R.G. Menzel, E.D. Rhoades, J.R. Williams, and H.V. Eck. 1983. Nutrient and Sediment Discharge from Southern Plains Grasslands. J. Range Mgmt. 36(4):435-439.",39,0
225,"FR3","El Reno, OK","OK",NA,"1977 - 1980",4,"Pasture","Little Bluestem, Big Bluestem, Sideoats Grama (Moderate Grazing)","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Bethany, Kirkland","C/D",NA,NA,NA,3,3,1.6,1.6,NA,"Other2",NA,NA,NA,NA,0,0,0,0,NA,NA,740,NA,NA,36,NA,NA,46,NA,NA,0.6,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,0.8,"TKN",NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,0.1,NA,"Surface Runoff","Information repeated in concurrent studies at El Reno, results presented for LRA not watershed","Smith, S.J., R.G. Menzel, E.D. Rhoades, J.R. Williams, and H.V. Eck. 1983. Nutrient and Sediment Discharge from Southern Plains Grasslands. J. Range Mgmt. 36(4):435-439.",39,0
252,"1","Quebec City, Quebec, Canada","Canada",NA,"2001-2002",2,"Pasture","Meadow then Barley year in a rotation of Barley, Meadow, Meadow, Meadow (4 yr. rotation)","Conventional",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Les Bras",NA,20,21,"Mehlich 3",2.8,2.8,0.19,0.19,NA,"Surface Applied",NA,"Surface Applied",NA,NA,NA,25.3,19.7,22.5,946,945,946,12,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,0.012,0.018,"Total Dissolved P",0.01,0.009,0.01,NA,0.045,0.022,0.034,NA,"Surface Runoff & Drainage","Tile drains contributed an additional total P load of 0.281 and 0.362 kg/ha in 2001 and 2002.  Precipitation includes rain and snow.","Goulet, M., J. Gallichand, M. Duchemin, and M. Giroux. 2006. Measured and Computed Phosphorus Losses by Runoff and Subsurface Drainage in Eastern Canada. Applied Eng. Agric. 22(2): 203-213.",11,0
254,"3","Quebec City, Quebec, Canada","Canada",NA,"2001-2002",2,"Pasture","Meadow year in a rotation of Barley, Meadow, Meadow, Meadow (4 yr. rotation)","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Les Bras",NA,35,58,"Mehlich 3",1.8,1.8,0.19,0.19,"Poultry Manure","Incorporated",NA,"Surface Applied",NA,NA,NA,29.7,21.9,25.8,946,945,946,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008,0.003,0.006,"Total Dissolved P",0.008,0.004,0.006,NA,0.012,0.01,0.011,NA,"Surface Runoff & Drainage","Tile drains contributed an additional total P load of 0.375 and 0.377 kg/ha in 2001 and 2002.  Precipitation includes rain and snow.","Goulet, M., J. Gallichand, M. Duchemin, and M. Giroux. 2006. Measured and Computed Phosphorus Losses by Runoff and Subsurface Drainage in Eastern Canada. Applied Eng. Agric. 22(2): 203-213.",11,0
255,"4","Quebec City, Quebec, Canada","Canada",NA,"2002",1,"Pasture","Meadow year in a rotation of Barley, Meadow, Meadow, Meadow (4 yr. rotation)","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Les Bras",NA,26,26,"Mehlich 3",1.1,1.1,0.19,0.19,"Liquid Swine Manure","Incorporated",NA,NA,NA,NA,NA,69,69,69,945,945,946,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,0.023,0.023,"Total Dissolved P",0.027,0.027,0.027,NA,0.049,0.049,0.049,NA,"Surface Runoff & Drainage","Tile drains contributed an additional total P load of 0.406 kg/ha in 2002.  Precipitation includes rain and snow.","Goulet, M., J. Gallichand, M. Duchemin, and M. Giroux. 2006. Measured and Computed Phosphorus Losses by Runoff and Subsurface Drainage in Eastern Canada. Applied Eng. Agric. 22(2): 203-213.",11,0
253,"2","Quebec City, Quebec, Canada","Canada",NA,"2001-2002",2,"Pasture","Meadow year in a rotation of Barley, Meadow, Meadow, Meadow (4 yr. rotation)","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Les Bras",NA,19,21,"Mehlich 3",2.5,2.5,0.19,0.19,"Beef Manure","Incorporated",NA,"Surface Applied",NA,NA,NA,22.7,21.9,22.3,946,945,946,9,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0.004,0.005,"Total Dissolved P",0.01,0.003,0.007,NA,0.015,0.008,0.012,NA,"Surface Runoff & Drainage","Tile drains contributed an additional total P load of 0.439 and 0.412 kg/ha in 2001 and 2002.  Precipitation includes rain and snow.","Goulet, M., J. Gallichand, M. Duchemin, and M. Giroux. 2006. Measured and Computed Phosphorus Losses by Runoff and Subsurface Drainage in Eastern Canada. Applied Eng. Agric. 22(2): 203-213.",11,0
178,"5273","Cyril, OK","OK",NA,"1980 - 1983",4,"Pasture","Midland Bermudagrass (Moderate Grazing)","Pasture",NA,NA,NA,"Sandy","Sandy Loam","Fine Sandy Loam- Noble","B",NA,NA,NA,2,2,1.4,1.4,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,NA,NA,4,NA,NA,645,NA,NA,0.03,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,0.56,"TKN",NA,NA,0.03,"Soluble P (colorimetric)",NA,NA,NA,NA,NA,NA,0.14,"Percholoric Acid digestion","Surface Runoff","Fertilized only year of establishment","Smith, S.J., A.N. Sharpley, W.A. Berg, J.W. Naney, and G.A. Coleman. 1992. Water Quality Characterisitcs Associated with Southern Plains Grasslands. J. Environ. Qual. 21:595-601.",38,0
6,"W1","Woodward, OK","OK",NA,"1977 - 1992",16,"Pasture","Native Grass","Pasture",NA,NA,NA,"Loamy","Loam","Loam- Woodward","B",14,14,"Mehlich 3",7,7,4.8,4.8,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,6,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0,0.03,NA,"Surface Runoff",NA,"Sharpley, A. 1995. Identifying Sites Vulnerable to Phosphorus Loss in Agricultural Runoff. J. Environ. Qual. 24: 947-951.",34,0
1,"W4","Woodward, OK","OK",NA,"1987 - 1992",6,"Pasture","Native Grass","Pasture",NA,NA,NA,"Loamy","Loam","Loam- Woodward","B",30,30,"Mehlich 3",7.4,7.4,2.9,2.9,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,16,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.02,0.1,NA,"Surface Runoff",NA,"Sharpley, A. 1995. Identifying Sites Vulnerable to Phosphorus Loss in Agricultural Runoff. J. Environ. Qual. 24: 947-951.",34,0
24,"E2","El Reno, OK","OK",NA,"1977 - 1992",16,"Pasture","Native Grass","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Kirkland","D",15,15,"Mehlich 3",2.9,2.9,1.6,1.6,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,95,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.04,0.21,NA,"Surface Runoff",NA,"Sharpley, A. 1995. Identifying Sites Vulnerable to Phosphorus Loss in Agricultural Runoff. J. Environ. Qual. 24: 947-951.",34,0
23,"E3","El Reno, OK","OK",NA,"1977 - 1992",16,"Pasture","Native Grass","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Kirkland","D",14,14,"Mehlich 3",3.2,3.2,1.6,1.6,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,100,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.05,0.2,NA,"Surface Runoff",NA,"Sharpley, A. 1995. Identifying Sites Vulnerable to Phosphorus Loss in Agricultural Runoff. J. Environ. Qual. 24: 947-951.",34,0
3,"W3","Woodward, OK","OK",NA,"1987 - 1992",6,"Pasture","Native Grass","Pasture",NA,NA,NA,"Loamy","Loam","Loam- Woodward","B",22,22,"Mehlich 3",8.6,8.6,2.7,2.7,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,14,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.05,0.12,NA,"Surface Runoff","Received P fertilizer the year of establishment only.","Sharpley, A. 1995. Identifying Sites Vulnerable to Phosphorus Loss in Agricultural Runoff. J. Environ. Qual. 24: 947-951.",34,0
25,"E1","El Reno, OK","OK",NA,"1977 - 1992",16,"Pasture","Native Grass","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Kirkland","D",13,13,"Mehlich 3",2.6,2.6,1.6,1.6,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,116,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.07,0.21,NA,"Surface Runoff",NA,"Sharpley, A. 1995. Identifying Sites Vulnerable to Phosphorus Loss in Agricultural Runoff. J. Environ. Qual. 24: 947-951.",34,0
5,"W2","Woodward, OK","OK",NA,"1977 - 1992",16,"Pasture","Native Grass","Pasture",NA,NA,NA,"Loamy","Loam","Loam- Woodward","B",15,15,"Mehlich 3",8.2,8.2,5.6,5.6,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,13,NA,NA,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0,0.2,NA,"Surface Runoff",NA,"Sharpley, A. 1995. Identifying Sites Vulnerable to Phosphorus Loss in Agricultural Runoff. J. Environ. Qual. 24: 947-951.",34,0
19,"E4","El Reno, OK","OK",NA,"1977 - 1992",16,"Pasture","Native Grass","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Kirkland","D",15,15,"Mehlich 3",3.6,3.6,1.6,1.6,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,90,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.03,0.28,NA,"Surface Runoff",NA,"Sharpley, A. 1995. Identifying Sites Vulnerable to Phosphorus Loss in Agricultural Runoff. J. Environ. Qual. 24: 947-951.",34,0
200,"FR1","El Reno, OK","OK",NA,"1984 - 1988",5,"Pasture","Native Grass (Heavy Grazing only in summer)","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Bethany","C",NA,NA,NA,3,3,1.6,1.6,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,NA,135,NA,NA,40,NA,NA,0.4,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,1.85,"TKN",NA,NA,0.14,"Soluble P (colorimetric)",NA,NA,NA,NA,NA,NA,0.24,"Percholoric Acid digestion","Surface Runoff","Some information repeated for concurrent studies at El Reno","Smith, S.J., A.N. Sharpley, J.W. Naney, W.A. Berg, and O.R. Jones. 1991. Water Quality Impacts Associated with Wheat Culture in the Southern Plains. J. Environ. Qual. 20:244-249.",37,0
195,"5233","Cyril, OK","OK",NA,"1980 - 1982",3,"Pasture","Native Grass (Light Grazing)","Pasture",NA,NA,NA,"Loamy","SIlt Loam","Silt Loam- Lucien, Minco","B/C",NA,NA,NA,6,6,2.3,2.3,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,NA,NA,5,NA,NA,43,NA,NA,0.02,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,0.11,"TKN",NA,NA,0.01,"Soluble P (colorimetric)",NA,NA,NA,NA,NA,NA,0.02,"Percholoric Acid digestion","Surface Runoff",NA,"Smith, S.J., A.N. Sharpley, J.W. Naney, W.A. Berg, and O.R. Jones. 1991. Water Quality Impacts Associated with Wheat Culture in the Southern Plains. J. Environ. Qual. 20:244-249.",37,0
203,"WW2","Woodward, OK","OK",NA,"1982 - 1986",5,"Pasture","Native Grass (Moderate Grazing only in summer)","Pasture",NA,NA,NA,"Loamy","Loam","Loam- Quinlan, Woodward","B",NA,NA,NA,8,8,5.5,5.5,NA,"Other2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,13,NA,NA,153,NA,NA,0.06,"NO3+NH4-N",NA,NA,NA,NA,NA,NA,0.31,"TKN",NA,NA,0.02,"Soluble P (colorimetric)",NA,NA,NA,NA,NA,NA,0.09,"Percholoric Acid digestion","Surface Runoff","Some information repeated for concurrent studies at Woodward","Smith, S.J., A.N. Sharpley, J.W. Naney, W.A. Berg, and O.R. Jones. 1991. Water Quality Impacts Associated with Wheat Culture in the Southern Plains. J. Environ. Qual. 20:244-249.",37,0
